ID,Description,Entry_ID,Anthropology_Note,Grammar_Note,Scientific_Name,Sociolinguistics_Note
SN002597,"woman, adult human female",LX001900,,,,
SN002598,female,LX001900,,"In this sense the form functions as a nominal modifier, as in the expressions <pɨsɨquɨ mɨɨsaji> ‘female tapir’ and <iina pɨsɨquɨ mɨɨsaji> ‘this female tapir’. While the plural form for the adult human sense of this noun (see sense 1) is <iitimɨra>, the plural form for either of the female senses mentioned here is <mɨɨsajika>",,
SN002599,man who is excessively sexually active,LX001901,,,,
SN002600,"affectionate vocative term for a single young woman, whether kin or not, between roughly 14 and 17 years old",LX001902,,,,
SN002601,"Linnaeus’s Mouse Opossum, the largest species of mouse opossum in Iquito territory, whose body reaches some 20cm in length, with a tail some 25cm in length",LX001903,,,Marmosa murina,
SN002602,"‘pericote caspi’, tree species that grows to some 30cm in diameter in ‘purmas’ of relatively elevated areas away from rivers; it produces small inedible fruits that hang from long stems, reportedly remiscent of the dangling testicles of Mouse Oppossums; it is believed that the ash from the wood of this tree, when used as firewood, causes itching when it comes in contact with the skin",LX001904,,,,
SN002603,wives,LX001905,,,,
SN002604,"species of forest rat considered edible, and often captured in ‘chacras’; gray with a white chest, its body is approximately 6cm long, and it has both a long tail and large ears",LX001906,,,Rhipidomys sp,
SN002605,"‘ajo sacha’, creeper species",LX001907,,,,
SN002606,"‘sacha ajo’ (or ‘ajo sacha’), a creeping vine with broad leaves that grows along the banks of creeks, especially in areas with clayey soil, and is capable of forming dense hedges; it is also cultivated near homes. Its leaves, which emit a strong, pungent smell, are used medicinally to treat colds, fevers, and vomiting, as well as ‘saladera’, or chronic bad luck. It is used either by pulping the leaves in water or urine, and then bathing in the liquid; or by scraping the bark off the vine, soaking it in water, and drinking the resulting liquid",LX001908,,,Mansoa alliacea,
SN002607,"‘musmuqui’, a nocturnal monkey species with a loud call. It was traditionally believed that this call was from a demonic creature that ate people, and that imitating its call would cause it to attack people",LX001909,,,Aotus vociferans,
SN002608,"species of dark-colored worm, up to about 20cm in length and about 1cm in diameter, that lives in the banks of creeks in areas with clayey soils. Formerly, these worms were dug out of their long burrows to serve as fish bait",mujari,,,,
SN002609,"‘Mojarra Yumo’, a creek located about 10 minutes downriver of the community of San Antonio by ‘peke peke’ motor, on the same side of the river as the community. It has been an important area for harvesting <[ijáwɨɨmɨ](LX000562)> (‘irapay’ palm) and timber since the 1970s, when the residents of community began to sell these forest products in Iquitos",LX001910,,,,The Spanish name of the creek appears to stem from a folk analysis of the Iquito name
SN002610,worm species,LX001911,,,,
SN002611,"‘meto huayo’ or ‘maní huayo’, species of tree that grows in elevated areas away from rivers, especially in areas with clayey soils, with a relatively hard wood and a diameter up to 2m. It is used to make bases for plank boats and is known for its round fruits, about 8cm in diameter, which have oily seeds inside that are eaten boiled, toasted, or raw",mujinana,,,Caryodendron orinocense,
SN002612,vulva,LX001912,,,,
SN002613,"rot or spoil, speaking of the flesh of animals",LX001913,,,,
SN002614,"Blue Morpho, species of large butterfly with iridescent blue wings whose wingspan reaches 15cm",LX001914,,,Morpho sp,
SN002615,"‘mariposa rumo’, variety of manioc with a grayish trunk and leaves that are more bluish-green in color than is typical for manioc, and thus somewhat reminiscent of the wings of the <[múkuuti](LX001914)>, Blue Morpho butterfly. Its tubers have white flesh and yellow skin, and can be ready to harvest in six months if planted in clayey soil",LX001915,,,,
SN002616,manioc variety (plural),LX001916,,,,
SN002617,"bruised all over the body, e.g., due a beating",LX001917,,,,
SN002618,smell rotten,mukwana,,,,
SN002619,type of <[ijiika](ijiika)> (‘patarashca’) made with ‘mayaco’ or slightly spoiled fish,mukwani,,,,
SN002620,"‘mayaquear’, gather ‘mayaco’, i.e., somewhat spoiled fish, typically on the day after <[nuúruu](LX002376)> (‘barbasco’) fish poison has been used in an area; it is not unusual for some fish that were killed by the poison when it was first used to be missed during the first round of gathering them; the next day it is possible to return and gather some of these fish, now slightly decomposed",LX001918,,,,
SN002621,drill (not punch) a hole through a relatively flat and thin object,LX001919,,,,
SN002622,"turn over soil, push soil around, as when looking for something in the top layer of soil, e.g., earthworms for fishing, or when levelling and area of ground",LX001920,,,,
SN002623,"‘sacha coconilla’, species of softwood tree that grows quickly in recently cleared areas, but dies when other trees exceed its height; when mature, it measures 4-5m in height and its trunk reaches a diameter up to 20cm. The trunk is covered with large thorns that come off relatively easily, and its leaves resemble those of ‘cocona’ in shape and in having thorns, but its fruits are not edible",LX001921,,,,
SN002624,stingray species,LX001922,,,,"This variant name (lit. ‘like <[murákati](LX001921)>’) stems from the small sharp-pointed lumps on this stingray’s tail, which are reminiscent of the thorns on the trunk of the <[murákati](LX001921)> tree"
SN002625,dig a hole,LX001923,,,,
SN002626,"excavate something, dig something up, e.g., a manioc tuber; dig something out, e.g., an animal in a burrow",LX001924,,,,
SN002627,"‘zorro’ or Common Opossum; care is taken when preparing it to cook to remove its scent glands, which impart an unpleasant taste and smell to the meat",LX001925,,,Didelphis marsupialis,
SN002628,spotted,LX001926,,,,
SN002629,"roar repeatedly, said of jaguars",LX001927,,,,
SN002630,"grunt deeply or roar repeatedly, said of particular conventionalized vocalizations of Iquito men, which were traditionally produced in two main contexts: 1) as an aggressive display, at the beginning of a spear duel or in issuing a spear duel challenge, in which case the man typically held his spear in both hands above his head and punctuated his rhythmic grunting by extending his arms above his head in sharp jabs; and 2) at the birth of a male child, when the father would carry out a similar performance, with or without an actual spear",LX001927,,,,
SN002631,"make something with a circular shape, e.g., form the round mouth of a piece of pottery or a basket, or paint a circle",LX001928,,,,
SN002632,"fall over, speaking of something standing in or inserted into the ground, e.g., a tree or a house post",LX001929,,,,
SN002633,"knock over something inserted in the ground, such a tree or house post",LX001930,,,,
SN002634,"‘huicungo’, name for two very similar species of palm that grow up to 20cm in diameter and 10m in height, principally in areas with clayey soils. The trunk and fronds are covered with spines, and the trunk is sometimes used for house posts. The fruits are edible by humans and are a favorite food of pecarries; and its ‘cogollo’, or immature frond, is used to treat hepatitis, by boiling it and drinking the cooled liquid",LX001931,,,"Astrocaryum chonta, Astrocaryum javarense",
SN002635,"river cut; section of river where, through erosion, a river has cut through a narrow neck of land separating two sections of the river that are connected by a curve, generally creating an island of the land that was previously on the inside of the curve",LX001932,,Poss.pref.; the possessor is the land that has been cut,,
SN002636,"erode away or wear through, most commonly said of the erosion of land due to the action of the river in eroding away a thin neck of land between two sections of a river, so as create a shortcut between then, but also more broadly applicable, e.g., to the thin part of a cooking pot that is wearing through due to age and heavy use",LX001933,,,,
