ID,Language_ID,Headword,Part_Of_Speech,Derivational_Root,Irregular_Plural,Irregular_Possessed_Form,Literal_Meaning,Loanword_Source,Main_Entry,Middle_Form,Pronunciation,Root,Semantics_Note,Variant_Form
LX002068,iqu,namúuku,noun,,,,,,LX000134,,,namúuku,,
namuuri,iqu,namuuri,noun,,namuuriwa,,,,,,,namuuri,,
LX002069,iqu,námuusíika,noun,,,,,,LX000137,,,námuusíika,,
LX002070,iqu,nánaka,noun,,,,,,LX000143,,,nánaka,,
LX002071,iqu,nanákaku,noun,,,,,,LX000145,,,nanákaku,,
LX002072,iqu,nanákaaja,noun,,,,,,LX000149,,,nanákaaja,,
LX002073,iqu,nanákuja,noun,,,,,,LX000150,,,nanákuja,,
LX002074,iqu,nánani,noun,,,,,,LX000155,,,nánani,,
LX002075,iqu,nanániisana,noun,,,,,,LX000156,,,nanániisana,,
LX002076,iqu,nanásaka,noun,,,,,,LX000168,,,nanásaka,,
nanati,iqu,nanati,noun,,,,,,,,,nanati,,
nanatina,iqu,nanatina,adjective,,,,,,,,,nanati,,
LX002077,iqu,nanatíini,intransitive verb,,,,,,,,,nanátii,,
LX002078,iqu,nánaaja,noun,,,,,,LX000177,,,nánaaja,,
nani,iqu,nani,noun,,,,,,ani_1,,,nani,,
LX002079,iqu,naniáasi,noun,,,,,,LX000186,,,naniáasi,,
LX002080,iqu,nánija,noun,,,,,,anija_1,,,nánija,,
LX002081,iqu,nanikákwaa,noun,,,,,,LX000190,,,nanikákwaa,,
LX002082,iqu,nánimɨ,noun,,,,,,LX000192,,,nánimɨ,,
LX002083,iqu,nánimɨ,noun,,,,,,LX000193,,,nánimɨ,,
LX002084,iqu,naníriti,noun,,,,,,LX000197,,,naníriti,,
LX002085,iqu,nanirítiisana,noun,,,,,,LX000198,,,nanirítiisana,,
LX002086,iqu,nániija,noun,,,,,,aniija,,,nániija,,
LX002087,iqu,naniijúuni,intransitive verb,,,,,,,,,naniíjuu,,
LX002088,iqu,nánɨɨja,noun,,,,,,LX000229,,,nánɨɨja,,
LX002089,iqu,nanúusi,noun,,nanuusíika,,,,,,,nanúusi,,
LX002090,iqu,nanúusi,noun,,,,,,,,,nanúusi,,
LX002091,iqu,nanuusíika,noun,,,,,,LX002089,,,nanuusíika,,
LX002092,iqu,nanuusíini,transitive verb,,,,,,,,,nanuúsii,,
napana_1,iqu,napana,adjective,,,,,,,,,napa,,
napana_2,iqu,napana,adjective,,,,,,,,,napa,,
LX002093,iqu,napáwɨɨjɨɨka,adjective,,,,,,,,,napáwɨɨjɨɨka,,dialect variant: anapáwɨɨjɨɨka
LX002094,iqu,nápisi,noun,,,,,,apisi,,,nápisi,,
LX002095,iqu,nápiika,noun,,,,,,LX000262,,,nápiika,,
LX002096,iqu,napɨki,noun,,"napɨya, napɨkiwa",,,,,,,napɨki,,
LX002097,iqu,napɨki iísakwana,noun,,,,sweet pepper,calque of Sp. ‘ají dulce’,,,,napɨki iísakwana,,
LX002098,iqu,napɨnija,noun,,napɨniwa,,,,,,,napɨnija,,
LX002099,iqu,napɨniwa,noun,,,,,,LX002098,,,napɨniwa,,
LX002100,iqu,napɨya,noun,,,,,,LX002096,,,napɨya,,
LX002101,iqu,napɨ́ɨni,transitive verb,,,,,,,,,nápɨɨ,,
LX002102,iqu,napɨ́ɨsi,noun,,,,,,LX000273,,,napɨ́ɨsi,,
LX002103,iqu,narakíika,noun,,,,,,LX000276,,,narakíika,,
LX002104,iqu,narámaaja,noun,,,,,,LX000277,,,narámaaja,,
narapu,iqu,narapu,noun,,narapuwa,,,,,,,narapu,,personal variant (HDC): nɨɨrapɨ
narapuuri,iqu,narapuuri,noun,,narapuuriwa,,,,,,,narapuuri,,
narati,iqu,narati,noun,,,,,,,,,narati,,
LX002105,iqu,naráani,intransitive verb,nara,,,,,,,,naara,,
LX002106,iqu,naráani,transitive verb,nara,,,,,,,,naara,,
naraati,iqu,naraati,noun,,,,,,anaraati,,,naraati,,
LX002107,iqu,naríkuma,noun,,,,,,LX000292,,,naríkuma,,
LX002108,iqu,narísaka,noun,,,,,,LX000294,,,narísaka,,
LX002109,iqu,nariíkuma,noun,,,,,,LX000304,,,nariíkuma,,
LX002110,iqu,narɨ́ɨni,intransitive verb,nárɨ,,,,,LX003164,,,naárɨ,,
LX002111,iqu,náruu,noun,,,,,,LX000316,,,náruu,,
LX002112,iqu,nasáriina,noun,,,,,,LX000330,,,nasáriina,,
nasaani,iqu,nasaani,noun,,nasaaniwa,,,,,,,nasaani,,
nasi,iqu,nasi,noun,,nasiwa,,,,,,,nasi,,
LX002113,iqu,nasíkana,noun,,nasíkaka,,,,LX000024,,,nasíkana,,
LX002114,iqu,nasikatánaaja,noun,,,,,,,,,nasikatánaaja,,
LX002115,iqu,nasikatatáani,transitive verb,,,,,,,nasikatɨtɨ́ɨni (middle),nasikata,nasikatáta,"If the bone breaks entirely into two separate pieces, the verb <[tijakáani](LX003290)> ‘break’ is employed instead",dialect variant: masikatatáani
nasikati,iqu,nasikati,noun,,,,,,LX002285,,,nasikati,,
LX002116,iqu,nasikáani,transitive verb,,,,,,,nasikɨ́ɨni (middle),,nasika,,dialect variant: masikáani ; personal variant (ELY): nɨsikáani
LX002117,iqu,nasikɨtɨtɨ́ɨni,intransitive verb,,,,,,,nasikatatáani (active),,nasikɨtɨ́tɨɨ,,
LX002118,iqu,nasikɨ́ɨni,intransitive verb,,,,,,,nasikáani (active),,nasikɨ,,dialect variant: masikɨ́ɨni2
LX002119,iqu,nasipánaaja,noun,,,,,,,,,nasipánaaja,,
LX002120,iqu,nasiwáani,noun,,,,,,,,,nasiwáani,,
LX002121,iqu,nasíini,intransitive verb,,,,,,,,,násii,,
LX002122,iqu,nasiirɨnamajaáti,noun,,,,,,LX003012,,,nasiirɨnamajaáti,,
LX002123,iqu,nasɨ́ɨna,noun,,,,,,,,,nasɨ́ɨna,,
LX002124,iqu,natákija,noun,,,,,,LX000356,,,natákija,,
LX002125,iqu,natánaka,noun,,,,,,LX002126,,,natánaka,,
LX002126,iqu,natánaaja,noun,,"natánaka, natánaajaka",,,,,,,natánaaja,,
LX002127,iqu,nataajúuni,transitive verb,,,,,,,,,nataájuu,,
nataaka,iqu,nataaka,noun,,,,,,,,,nataaka,,
LX002128,iqu,natáani,transitive verb,,,,,,,,,nata,,
LX002129,iqu,natɨ́yaaka,noun,,,,,,,,,natɨ́yaaka,,
LX002130,iqu,náwaku,noun,,,,,,awaku,,,náwaku,,
LX002131,iqu,nawánaasi,noun,,,,,,,,,nawánaasi,,
LX002132,iqu,nawánaati,noun,,,,,,,,,nawánaati,,
LX002133,iqu,nawánɨɨna,noun,,,,,,,,,nawánɨɨna,,personal variant (JPI): nawɨ́nɨɨna
LX002134,iqu,nawárɨɨjɨ́ɨni,intransitive verb,,,,,,,,,nawárɨɨjɨɨ,,
LX002135,iqu,nawarɨ́ɨni,noun,,,,,,,,,nawarɨ́ɨni,,
LX002136,iqu,náwasi,noun,,,,,,awasi,,,náwasi,,
LX002137,iqu,nawatajúuni,intransitive verb,,,,,,,,,nawatájuu,,
LX002138,iqu,nawatajúuni,transitive verb,,,,,,,,,nawatájuu,,
LX002139,iqu,nawítaka,noun,,,,,,LX000398,,,nawítaka,,
LX002140,iqu,nawɨ́nɨɨna,noun,,,,,,LX002133,,,nawɨ́nɨɨna,,
LX002141,iqu,nawɨyakaka,noun,,,,,,LX002143,,,nawɨyakaka,,
LX002142,iqu,nawɨyinakaaja,noun,,,,,,,,,nawɨyinakaaja,,Free Variant: kawáayɨ aniáasi
LX002143,iqu,nawɨyini,noun,,nawɨyakaka,,,,,,,nawɨyini,,
LX002144,iqu,nawɨ́yɨɨ,noun,,nawɨ́yɨɨwa,,,,,,,nawɨ́yɨɨ,,
LX002145,iqu,nawɨ́yɨɨja,noun,,,,,,,,,nawɨ́yɨɨja,,
LX002146,iqu,náwɨɨta,adverb,,,,,,,,,náwɨɨta,,
LX002147,iqu,nawɨɨ́tana,adjective,,,,,,,,,nawɨɨ́ta,,
LX002148,iqu,nayajɨ́ɨni,intransitive verb,,,,,,LX002305,,,nayajɨɨ,,
naa,iqu,naa,pronoun,,,,,,,,,naa,,
LX002149,iqu,náaja,noun,,,,,,LX000406,,,náaja,,
naajaa,iqu,naajaa,adverb,,,,,,,,,naajaa,,prepausal form: naajáaja
LX002150,iqu,naajáaja,adverb,,,,,,naajaa,,,naajáaja,,
LX002151,iqu,náaji,adverb,,,,,,,,,náaji,,
LX002152,iqu,naájijina,locative noun,,,,,,LX000415,,,naájijina,,
LX002153,iqu,naájinani,noun,,,,,,LX000416,,,naájinani,,
LX002154,iqu,naajinániisana,noun,,,,,,LX000417,,,naajinániisana,,
LX002155,iqu,naájinati,noun,,,,,,LX000418,,,naájinati,,
LX002156,iqu,naajinátiisana,noun,,,,,,LX000419,,,naajinátiisana,,
LX002157,iqu,naajúuni,transitive verb,,,,,,,,,naájuu,,
LX002158,iqu,naajuútaaja,noun,,naajuútaakami,,,,,,,naajuútaaja,,
LX002159,iqu,naajuútaakami,noun,,,,,,LX002158,,,naajuútaakami,,
LX002160,iqu,naajuúwaaka,noun,,,,,,,,,naajuúwaaka,,
naaka,iqu,naaka,noun,,,,,,LX002170,,,naaka,,
naaki,iqu,naaki,noun,,,,,,,,,naaki,,
LX002161,iqu,naakíini,intransitive verb,,,,,,,,,naákii,,
LX002162,iqu,náaku,noun,,,,,,LX000451,,,náaku,,
naakuna,iqu,naakuna,noun,,,,,,,,,naakuna,,
naami,iqu,naami,locative demonstrative,,,,,,,,,naami,,
naamiya_1,iqu,naamiya,noun,,,,,,,,,naamiya,,
naamiya_2,iqu,naamiya,noun,,,,,,namija_1,,,naamiya,,
naamiiji,iqu,naamiiji,adverb,,,,,,,,,naamiiji,,
LX002163,iqu,naamíira,locative demonstrative,,,,,,,,,naamíira,,
LX002164,iqu,naamiíraata,adverb,,,,,,,,,naamiíraata,,
LX002165,iqu,naamɨ,noun,,naamɨya,,,,,,,naamɨ,,
LX002166,iqu,naamɨ jimuútaaja,noun,,,,inserted leaves,,,,,naamɨ jimuútaaja,,
LX002167,iqu,naámutina,adjective,,,,,,,,,naámuti,,
LX002168,iqu,naamúuni,transitive verb,,,,,,,,,naámuu,,
LX002169,iqu,Naamuutújuri,proper noun,,Naamuutújuriwaaka,,,,,,,Naamuutújuri,,dialect variant: Aamuutújuri
LX002170,iqu,náana,noun,,"naaka, naánaka",,,,,,,náana,,
LX002171,iqu,náana ɨɨ́jaaku,noun,,,,tree's center,,,,,náana ɨɨ́jaaku,,
LX002172,iqu,náana páriiki,noun,,,,,,LX002174,,,náana páriiki,,
LX002173,iqu,náana párɨɨna,noun,,,,,,,,,náana párɨɨna,,
LX002174,iqu,náana páruuti,noun,,,,,,,,,náana páruuti,,dialect variant: naki páriiki ; dialect variant: náana páriiki
naanaka,iqu,naanaka,noun,,,,,,LX001650,,,naanaka,,
LX002175,iqu,naanakíkajina,locative noun,,,,,,,,,naanakíka,,
LX002176,iqu,naanakíkaaku,locative noun,,,,,,,,,naanakíkaa,,
LX002177,iqu,náani,noun,,,,,,,,,náani,,
LX002178,iqu,naapíinu,noun,,,,,from Sp. ‘napino’,,,,naapíinu,,
LX002179,iqu,naaráaja,noun,,,,,from Sp. ‘naranja’,,,,naaráaja,,
LX002180,iqu,naaraajúuni,transitive verb,,,,,,,,,naaraájuu,,
naaraata,iqu,naaraata,adverb,,,,,,,,,naaraata,,
LX002181,iqu,naárika,adverb,,,,,,,,,naárika,,
LX002182,iqu,naárika,adverb,,,,,,,,,naárika,,
naarikaja,iqu,naarikaja,interjection,,,,,,,,,naarikaja,,
naasi,iqu,naasi,noun,,,,,,,,,naasi,,
LX002183,iqu,náasi,noun,,,,,,aasi_2,,,náasi,,
LX002184,iqu,naásiraaja,noun,,,,,,,,,naásiraaja,,
LX002185,iqu,naásitáani,transitive verb,,,,,,LX002952,,,naásita,,
LX002186,iqu,naasíija,noun,,,,,,,,,naasíija,,
LX002187,iqu,naasiíjataka,adjective,,,,,,,,,naasiíjataka,,
LX002188,iqu,naátamajani,noun,,,,,,LX000540,,,naátamajani,,
LX002189,iqu,naátamajániisana,noun,,,,,,LX000541,,,naátamajániisana,,
LX002190,iqu,naátamajati,noun,,,,,,LX000542,,,naátamajati,,
LX002191,iqu,naátamajátiisana,noun,,,,,,LX000543,,,naátamajátiisana,,
LX002192,iqu,naatimɨ́ɨra,noun,,,,,,kaanaji,,,naatimɨ́ɨra,,
naawaaka,iqu,naawaaka,pronoun,,,,,,,,,naawaaka,,
LX002193,iqu,niatíjɨɨsana,noun,,niatíjɨɨsanawaaka,,,,LX002907,,,niatíjɨɨsana,,
LX002194,iqu,niaatíija,noun,,niaatiíjawaaka,,,,,,,niaatíija,,
LX002195,iqu,niaatíija,noun,,,,,,,,,niaatíija,,
LX002196,iqu,nijámiiki,pronoun,,,,,,,,,nijámiiki,,
LX002197,iqu,nijápɨɨki,pronoun,,,,,,,,,nijápɨɨki,,
LX002198,iqu,nijáani,intransitive verb,,,,,,LX002303,,,nija,,
LX002199,iqu,nikákiika,adverb,,,,,,,,,nikákiika,,
LX002200,iqu,nikisatɨ́ɨni,transitive verb,,,,,,,,,nikisatɨɨ,,
LX002201,iqu,nikisáani,intransitive verb,,,,,,,,,nikisa,,
LX002202,iqu,nikisáani,noun,,,,,,,,,nikisáani,,
LX002203,iqu,nikitɨ́ɨni,ditransitive verb,,,,,,,,,nikitɨɨ,,
LX002204,iqu,nikíini,transitive verb,,,,,,,,,niki,,
nimaku,iqu,nimaku,noun,,,,,,,,,nimaku,,
LX002205,iqu,nimúuna,noun,,,,,,,,,nimúuna,,
LX002206,iqu,nimúuni,intransitive verb,,,,,,,,,nímuu,,
LX002207,iqu,ninɨ́ɨni,noun,,,,,,,,,ninɨ́ɨni,,
LX002208,iqu,ninɨ́ɨni,intransitive verb,nínɨ,,,,,,,,niínɨ,,
LX002209,iqu,ninɨ́ɨni=aákuji,adverb,,,,before it gets dark,,,,,ninɨ́ɨni=aákuji,,
LX002210,iqu,ninɨ́ɨni=aákuji,noun,,,,before it gets dark,,,,,ninɨ́ɨni=aákuji,,
LX002211,iqu,nínɨɨtáani,intransitive verb,,,,,,,,,nínɨɨta,,
LX002212,iqu,nípaaki,noun,,nípaakiwa,,,,,,,nípaaki,,
LX002213,iqu,nípaaki kúwaaja,noun,,,,toucan liver,,,,,nípaaki kúwaaja,,
LX002214,iqu,nípaaki namii,noun,,,,toucan ‘vino huayo’,,,,,nípaaki namii,,
LX002215,iqu,nípaaki nɨɨti,noun,,nípaaki nɨɨtiwa,,toucan tongue,,,,,nípaaki nɨɨti,,
niraasi,iqu,niraasi,noun,,,,,,,,,niraasi,,personal variant (ELY): rinaasi
LX002216,iqu,nirikɨ́ɨni,transitive verb,,,,,,,,,niríkɨɨ,,dialect variant: titikɨ́ɨni
LX002217,iqu,niriyáaku,noun,,,,,,,,,niriyáaku,,
LX002218,iqu,niríyuuja,noun,,,,,,,,,niríyuuja,,
LX002219,iqu,niríyuusi,noun,,niríyuusiwa,,,,,,,niríyuusi,,
LX002220,iqu,niríyuusi sikɨɨ́taaja,noun,,niríyuusi sikɨɨ́taakapɨ,,discarded anus,,,,,niríyuusi sikɨɨ́taaja,,
LX002221,iqu,niriikɨ́ɨni,intransitive verb,,,,,,,,,niriikɨɨ,,
LX002222,iqu,niriikɨ́ɨni,intransitive verb,,,,,,,,,niriikɨɨ,,
LX002223,iqu,niriíkujina,locative noun,,niriíkukajina,,,,,,,niriíkujina,,
LX002224,iqu,niríini,intransitive verb,,,,,,,,,niri,,
LX002225,iqu,nisíkina,noun,,,,,,LX000202,,,nisíkina,,
niwa,iqu,niwa,proclause,,,,,,,,,niwa,,
LX002226,iqu,=níwaji,postposition,,,,,,,,,níwaji,,
LX002227,iqu,niwájiina,noun,,niwájiipɨ (animate),,,,,,,niwájii,,
LX002228,iqu,niwájiipɨ,noun,,,,,,LX002227 ; LX002229,,,niwájiipɨ,,
LX002229,iqu,niwájiiti,noun,,niwájiipɨ,,,,,,,niwájii,,
LX002230,iqu,niwíini,transitive verb,níwi,,,,,,,,niíki,,
LX002231,iqu,níyaaka,noun,,"níyaakaa, níyaakawaaka",,,,,,,níyaaka,,irregular 3rd person possessed form: nɨyaaka
LX002232,iqu,niyaasuújuusana,noun,,,,,,LX000889,,,niyaasuújuusana,,
niyini,iqu,niyini,noun,,niyiniwaaka,,,,,,,niyini,,irregular 3rd person possessed form: nɨ́yini
niyiti,iqu,niyiti,noun,,niyitiwaaka,,,,,,,niyiti,,irregular 3rd person possessed form: nɨ́yiti
LX002233,iqu,niyɨ́ɨni,intransitive verb,níyɨ,,,,,,,,niyaáki,,
niiki,iqu,niiki,noun,,niikiwa,níiki,,,,,,niiki,,
LX002234,iqu,níiki ríwaasi,noun,,,,bent bone,,LX001385,,,níiki ríwaasi,,
LX002235,iqu,niíkitina,adjective,,,,,,,,,niíkiti,,
LX002236,iqu,niíkuma,locative noun,,,,,,,,,niíku,,
LX002237,iqu,niimɨ,noun,,"niimɨka, niimɨya",,,,,,,niimɨ,,
LX002238,iqu,niínaki,noun,,niínakɨya,,,,,,,niínaki,,
LX002239,iqu,niínana,adjective,,,,,,,,,niína,,
LX002240,iqu,niíniiti,noun,,,,,,,,,niíniiti,,
LX002241,iqu,niiniitíini,intransitive verb,,,,,,,,,niiniítii,,
LX002242,iqu,niítina,adjective,,,,,,,,,niíti,,
LX002243,iqu,niitinɨ́ɨni,intransitive verb,,,,,,,,,niitinɨɨ,,
LX002244,iqu,níiya,noun,,"niíyakɨya, niíyaka",,,,,,,níiya,,
LX002245,iqu,níiya imɨ́ɨja,noun,,,,,,,,,níiya imɨ́ɨja,,Free Variant: iyásiika imɨ́ɨni
LX002246,iqu,níiya imɨ́ɨni,noun,,níiya imɨ́ɨka,,ground ‘madre’,,,,,níiya imɨ́ɨni,,
LX002247,iqu,níiya jíritiku,adverb,,,,in the middle of the earth,,,,,níiya jíritiku,,
LX002248,iqu,níiya jíritiku,noun,,,,,,,,,níiya jíritiku,,
LX002249,iqu,níiya namija,noun,,,,earth eye,,,,,níiya namija,,
LX002250,iqu,níiya namija,noun,,,,,,nunamija,,,níiya namija,,
LX002251,iqu,níiya pániija,noun,,,,moulded clay,,,,,níiya pániija,,
LX002252,iqu,niíyamɨɨka,adjective,,,,,,,,,niíyamɨɨka,,
LX002253,iqu,níiya=karikuku,noun,,,,in the upper part of the interior of earth,,,,,níiya=karikuku,"The core use of this expression to refer to the sky stems from traditional Iquito cosmology, in which the empty space above the ground is understood to be an interior space enclosed by an upper celestial layer",
LX002254,iqu,niiyaákɨɨsana,noun,,niiyaákɨɨsanawaaka,,,,,,,niiyaákɨɨsana,,
LX002255,iqu,Niíyaaku,proper noun,,,,upriver clay site,,,,,Niíyaaku,,
LX002256,iqu,Niíyaamu,proper noun,,,,clay creek,,,,,Niíyaamu,,
LX002257,iqu,niíyaasi,noun,,"niíyaasiwa, niíyaasika",,,,,,,niíyaasi,,personal variant (ELY): iniyaasi
LX002258,iqu,niiyaasúuja,noun,,,,,,LX001032,,,niiyaasúuja,,
LX002259,iqu,nɨjinakɨɨja,noun,,nɨjinakɨɨwa,,,,,,,nɨjinakɨɨja,,
LX002260,iqu,nɨjinakɨɨwa,noun,,,,,,LX002259,,,nɨjinakɨɨwa,,
LX002261,iqu,nɨ́kina,noun,,,,,,LX000604,,,nɨ́kina,,
LX002262,iqu,nɨkínɨɨsana,noun,,,,,,,,,nɨkínɨɨsana,,
LX002263,iqu,nɨ́maaja,noun,,,,,,LX000633,,,nɨ́maaja,,
LX002264,iqu,nɨ́maayɨ,noun,,,,,,LX000644,,,nɨ́maayɨ,,
LX002265,iqu,nɨ́mɨɨjɨɨ́jina,noun,,,,,,LX000648,,,nɨ́mɨɨjɨɨ́jina,,
LX002266,iqu,nɨ́muki,noun,,,,,,imuki,,,nɨ́muki,,
LX002267,iqu,nɨmúkina,noun,,,,,,LX000659,,,nɨmúkina,,
LX002268,iqu,nɨ́niija,noun,,,,,,iniija,,,nɨ́niija,,
LX002269,iqu,nɨ́niisi,noun,,,,,,iniisi_2,,,nɨ́niisi,,
LX002270,iqu,nɨnɨkɨ́ɨni,intransitive verb,,,,,,,,,nɨnɨkɨ,,
LX002271,iqu,nɨ́raaka,noun,,,,,,LX000716,,,nɨ́raaka,,
LX002272,iqu,nɨríkumaji,noun,,,,,,LX000725,,,nɨríkumaji,,
LX002273,iqu,nɨrimakɨ́ɨna,noun,,,,,,,,,nɨrimakɨ́ɨna,,
LX002274,iqu,nɨrímaati,noun,,,,,,LX000728,,,nɨrímaati,,
LX002275,iqu,nɨrímaatiisana,noun,,,,,,LX000729,,,nɨrímaatiisana,,
LX002276,iqu,nɨrímɨɨna,noun,,,,,,LX002288,,,nɨrímɨɨna,,
LX002277,iqu,nɨrímɨɨna sawija,noun,,,,lightning stone,,,,,nɨrímɨɨna sawija,,
LX002278,iqu,nɨrímɨɨna siriija,noun,,,,lightning bird,,LX000559,,,nɨrímɨɨna siriija,,
LX002279,iqu,nɨrimɨɨ́tari,noun,,,,,,LX002289,,,nɨrimɨɨ́tari,,
LX002280,iqu,nɨrɨkɨkaaja,noun,,,,,,LX002281,,,nɨrɨkɨkaaja,,
LX002281,iqu,nɨrɨrɨkaaja,noun,,,,,,,,,nɨrɨrɨkaaja,,personal variant (ELY): nɨrɨkɨkaaja
LX002282,iqu,nɨ́saasi,noun,,,,,,LX000769,,,nɨ́saasi,,
LX002283,iqu,nɨsikánaaja,noun,,,,,,,,,nɨsikánaaja,,
LX002284,iqu,nɨsikáriiyɨ,noun,,nɨsikáriiyuwa,,,,,,,nɨsikáriiyɨ,,
LX002285,iqu,nɨsikati,noun,,"nɨɨsika, nɨsikatika",,,,,,,nɨsikati,,personal variant (HDC): nasikati
LX002286,iqu,nɨsikáani,transitive verb,,,,,,LX002116,,,nɨsika,,
LX002287,iqu,nɨ́siku,noun,,,,,,LX000773,,,nɨ́siku,,
LX002288,iqu,nɨsínɨɨna,noun,,,,,,,,,nɨsínɨɨna,,Free Variant: nɨrímɨɨna
LX002289,iqu,nɨsinɨɨ́tari,noun,,"nɨsinɨɨ́tariwa, nɨsinɨɨ́tarika",,,,,,,nɨsinɨɨ́tari,,Free Variant: nɨrimɨɨ́tari
LX002290,iqu,nɨ́sira,noun,,,,,,LX002291,,,nɨ́sira,,
LX002291,iqu,nɨ́siri,noun,,,,,,,,,nɨ́siri,,personal variant (JPI): nɨ́sira ; personal variant (HDC): nɨ́sirɨ
LX002292,iqu,nɨ́sirɨ,noun,,,,,,LX002291,,,nɨ́sirɨ,,
LX002293,iqu,nɨsirɨnákɨɨ,noun,,nɨsirɨnákɨɨwa,,,,,,,nɨsirɨnákɨɨ,,dialect variant: aaka puririkáana
LX002294,iqu,nɨ́siija,noun,,nɨ́siiya,,,,,,,nɨ́siija,,
LX002295,iqu,nɨ́siiya,noun,,,,,,LX002294,,,nɨ́siiya,,
LX002296,iqu,nɨ́sɨkɨ,noun,,,,,,LX000785,,,nɨ́sɨkɨ,,
LX002297,iqu,nɨtíkari,noun,,,,,,LX000798,,,nɨtíkari,,
LX002298,iqu,nɨtikumaji,postposition,,,,,,,,,nɨtikumaji,,
LX002299,iqu,nɨtípuma,noun,,,,,,LX000805,,,nɨtípuma,,
LX002300,iqu,nɨtɨtɨ́ɨni,transitive verb,,,,,,,,,nɨtɨtɨɨ,,
LX002301,iqu,nɨtɨtɨ́ɨni,intransitive verb,,,,,,,,,nɨtɨtɨɨ,,
LX002302,iqu,nɨtɨ́yuukwáani,intransitive verb,,,,,,,,,nɨtɨ́yuukwa,,
LX002303,iqu,nɨtɨ́ɨni,intransitive verb,,,,,,,,,nɨtɨ,,Nanay dialect: nijáani
LX002304,iqu,nɨya karíini,intransitive verb,,,,,,,,,nɨya kárii,,
LX002305,iqu,nɨyajɨ́ɨni,intransitive verb,,,,,,,,,nɨyajɨɨ,,personal variant (JPI): nɨyɨjɨ́ɨni ; personal variant (HDC): nayajɨ́ɨni
LX002306,iqu,nɨyaka,noun,,,,,,,,,nɨyaka,,
LX002307,iqu,nɨyana,adjective,,,,,,,,,nɨya,,
LX002308,iqu,nɨyari,noun,,nɨyariwa,,,,,,,nɨyari,,
LX002309,iqu,nɨyari sawíjatina,noun,,nɨyari sawíjatipɨ,,glittery ‘paña’,,,,,nɨyari sawíjatina,,
LX002310,iqu,nɨyaaka,noun,,,,,,LX002231,,,nɨyaaka,,
LX002311,iqu,nɨ́yini,noun,,,,,,niyini,,,nɨ́yini,,
LX002312,iqu,nɨ́yiti,noun,,,,,,niyiti,,,nɨ́yiti,,
LX002313,iqu,nɨyɨjɨ́ɨni,intransitive verb,,,,,,LX002305,,,nɨyɨjɨɨ,,
LX002314,iqu,nɨ́ɨja,noun,,,,,,LX000920,,,nɨ́ɨja,,
LX002315,iqu,nɨɨ́jakúura,noun,,,,,,LX001042,,,nɨɨ́jakúura,,
LX002316,iqu,nɨɨ́jina,noun,,,,,,,,,nɨɨ́jina,,
LX002317,iqu,=nɨɨ́jina,postposition,,,,,,,,,nɨɨ́jina,,
LX002318,iqu,nɨɨjɨ́ɨni,intransitive verb,,,,,,LX000230,,,nɨɨjɨɨ,,
LX002319,iqu,nɨ́ɨka,noun,,,,,,iika,,,nɨ́ɨka,,
LX002320,iqu,nɨɨkajúuni,transitive verb,,,,,,,,,nɨɨkájuu,,
LX002321,iqu,nɨɨ́kamɨ,noun,,"nɨɨ́kamɨka, nɨɨ́kamɨya",,,,,,,nɨɨ́kamɨ,,
LX002322,iqu,nɨɨ́kamɨ,noun,,,,,,,,,nɨɨ́kamɨ,,
LX002323,iqu,Nɨɨkamúumu,proper noun,,,,‘chambira’ river,,,,,Nɨɨkamúumu,,
LX002324,iqu,nɨɨ́kari,noun,,nɨɨ́karikɨya,,,,,,,nɨɨ́kari,,
LX002325,iqu,nɨɨ́karikɨya,noun,,,,,,LX002326 ; LX002324,,,nɨɨ́karikɨya,,
LX002326,iqu,nɨɨkaríira,noun,,nɨɨ́karikɨya,,,,,,,nɨɨkaríira,,
LX002327,iqu,nɨɨkáani,transitive verb,,,,,,,nɨɨkɨ́ɨni (middle),,nɨɨka,,
LX002328,iqu,nɨɨkaawɨ́ɨni,transitive verb,,,,,,,,,nɨɨkaáwɨɨ,,
LX002329,iqu,nɨ́ɨki,noun,,,,,,iiki,,,nɨ́ɨki,,
LX002330,iqu,nɨɨkika,noun,,nɨɨkikawaaka,,,,,,,nɨɨkika,,
LX002331,iqu,nɨɨkɨtɨ́ɨni,intransitive verb,,,,,,,,,nɨɨkɨ́tɨɨ,,
LX002332,iqu,nɨɨkɨ́ɨni,intransitive verb,,,,,,,nɨɨkáani (active),,nɨɨkɨ,,
LX002333,iqu,nɨɨku,adverb,,,,,,,,,nɨɨku,,
LX002334,iqu,nɨɨku,noun,,,,,,,,,nɨɨku,,
LX002335,iqu,nɨɨku takuuyáana,noun,,nɨɨku takuuyáapɨ,,high stander,,,,,nɨɨku takuuyáa,,
LX002336,iqu,nɨɨrapɨ,noun,,,,,,narapu,,,nɨɨrapɨ,,
LX002337,iqu,nɨɨri,noun,,nɨɨriwa,,,,LX001697,,,nɨɨri,,
LX002338,iqu,nɨɨrɨsɨ́wɨɨja,noun,,nɨɨrɨsɨ́wɨɨya,,,,,,nɨɨrsɨ́wɨɨja,nɨɨrɨsɨ́wɨɨja,,
LX002339,iqu,Nɨɨ́sijaanu,proper noun,,,,,,,,,Nɨɨ́sijaanu,,
LX002340,iqu,nɨɨsika,noun,,,,,,LX002342 ; LX002285,,,nɨɨsika,,
